sheet_name,table_name,date,value,frequency,time_period_description,average_sales_2022,note_ref,dataset_code
Table 5,Index numbers of sales per week - Quarterly,1995 Q2,40.0,quarterly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Quarterly,1995 Q2,34.8,quarterly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Quarterly,1995 Q3,38.9,quarterly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Quarterly,1995 Q3,42.2,quarterly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Quarterly,1995 Q3,34.1,quarterly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Quarterly,1995 Q3,41.9,quarterly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Quarterly,1995 Q3,34.8,quarterly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Quarterly,1995 Q4,46.8,quarterly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Quarterly,1995 Q4,45.7,quarterly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Quarterly,1995 Q4,44.9,quarterly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Quarterly,1995 Q4,53.8,quarterly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Quarterly,1995 Q4,45.0,quarterly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Quarterly,1996 Q1,38.5,quarterly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Quarterly,1996 Q1,42.2,quarterly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Quarterly,1996 Q1,30.4,quarterly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Quarterly,1996 Q1,45.2,quarterly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Quarterly,1996 Q1,33.7,quarterly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Quarterly,1996 Q2,40.9,quarterly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Quarterly,1996 Q2,44.5,quarterly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Quarterly,1996 Q2,35.4,quarterly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Quarterly,1996 Q2,43.5,quarterly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Quarterly,1996 Q2,37.1,quarterly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Quarterly,1996 Q3,41.2,quarterly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Quarterly,1996 Q3,43.9,quarterly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Quarterly,1996 Q3,36.6,quarterly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Quarterly,1996 Q3,45.9,quarterly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Quarterly,1996 Q3,36.8,quarterly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Quarterly,1996 Q4,49.0,quarterly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Quarterly,1996 Q4,46.8,quarterly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Quarterly,1996 Q4,47.2,quarterly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Quarterly,1996 Q4,58.8,quarterly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Quarterly,1996 Q4,47.1,quarterly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Quarterly,1997 Q1,40.8,quarterly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Quarterly,1997 Q1,43.6,quarterly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Quarterly,1997 Q1,32.2,quarterly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Quarterly,1997 Q1,49.3,quarterly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Quarterly,1997 Q1,36.3,quarterly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Quarterly,1997 Q2,42.8,quarterly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Quarterly,1997 Q2,45.1,quarterly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Quarterly,1997 Q2,37.7,quarterly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Quarterly,1997 Q2,48.6,quarterly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Quarterly,1997 Q2,38.5,quarterly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Quarterly,1997 Q3,43.2,quarterly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Quarterly,1997 Q3,45.0,quarterly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Quarterly,1997 Q3,38.6,quarterly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Quarterly,1997 Q3,49.9,quarterly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Quarterly,1997 Q3,38.9,quarterly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Quarterly,1997 Q4,51.5,quarterly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Quarterly,1997 Q4,48.3,quarterly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Quarterly,1997 Q4,50.8,quarterly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Quarterly,1997 Q4,63.4,quarterly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Quarterly,1997 Q4,48.7,quarterly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Quarterly,1998 Q1,42.7,quarterly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Quarterly,1998 Q1,44.8,quarterly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Quarterly,1998 Q1,34.0,quarterly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Quarterly,1998 Q1,53.7,quarterly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Quarterly,1998 Q1,37.7,quarterly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Quarterly,1998 Q2,44.6,quarterly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Quarterly,1998 Q2,47.1,quarterly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Quarterly,1998 Q2,38.8,quarterly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Quarterly,1998 Q2,51.1,quarterly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Quarterly,1998 Q2,40.0,quarterly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Quarterly,1998 Q3,44.7,quarterly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Quarterly,1998 Q3,45.8,quarterly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Quarterly,1998 Q3,39.6,quarterly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Quarterly,1998 Q3,53.0,quarterly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Quarterly,1998 Q3,40.6,quarterly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Quarterly,1998 Q4,52.4,quarterly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Quarterly,1998 Q4,49.7,quarterly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Quarterly,1998 Q4,49.9,quarterly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Quarterly,1998 Q4,64.5,quarterly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Quarterly,1998 Q4,49.8,quarterly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Quarterly,1999 Q1,43.9,quarterly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Quarterly,1999 Q1,46.5,quarterly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Quarterly,1999 Q1,34.6,quarterly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Quarterly,1999 Q1,55.4,quarterly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Quarterly,1999 Q1,38.3,quarterly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Quarterly,1999 Q2,45.5,quarterly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Quarterly,1999 Q2,47.5,quarterly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Quarterly,1999 Q2,39.8,quarterly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Quarterly,1999 Q2,52.9,quarterly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Quarterly,1999 Q2,41.3,quarterly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Quarterly,1999 Q3,45.8,quarterly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Quarterly,1999 Q3,46.3,quarterly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Quarterly,1999 Q3,40.7,quarterly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Quarterly,1999 Q3,55.7,quarterly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Quarterly,1999 Q3,41.5,quarterly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Quarterly,1999 Q4,54.1,quarterly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Quarterly,1999 Q4,51.1,quarterly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Quarterly,1999 Q4,51.6,quarterly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Quarterly,1999 Q4,68.3,quarterly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Quarterly,1999 Q4,50.7,quarterly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Quarterly,2000 Q1,45.1,quarterly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Quarterly,2000 Q1,46.7,quarterly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Quarterly,2000 Q1,36.9,quarterly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Quarterly,2000 Q1,56.8,quarterly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Quarterly,2000 Q1,40.0,quarterly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Quarterly,2000 Q2,46.8,quarterly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Quarterly,2000 Q2,48.7,quarterly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Quarterly,2000 Q2,42.0,quarterly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Quarterly,2000 Q2,53.7,quarterly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Quarterly,2000 Q2,42.1,quarterly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Quarterly,2000 Q3,47.0,quarterly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Quarterly,2000 Q3,48.0,quarterly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Quarterly,2000 Q3,43.8,quarterly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Quarterly,2000 Q3,55.4,quarterly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Quarterly,2000 Q3,41.8,quarterly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Quarterly,2000 Q4,56.7,quarterly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Quarterly,2000 Q4,52.9,quarterly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Quarterly,2000 Q4,57.7,quarterly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Quarterly,2000 Q4,71.9,quarterly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Quarterly,2000 Q4,51.4,quarterly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Quarterly,2001 Q1,46.5,quarterly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Quarterly,2001 Q1,48.2,quarterly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Quarterly,2001 Q1,39.0,quarterly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Quarterly,2001 Q1,58.5,quarterly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Quarterly,2001 Q1,40.5,quarterly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Quarterly,2001 Q2,49.6,quarterly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Quarterly,2001 Q2,51.6,quarterly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Quarterly,2001 Q2,44.6,quarterly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Quarterly,2001 Q2,56.9,quarterly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Quarterly,2001 Q2,45.0,quarterly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Quarterly,2001 Q3,49.8,quarterly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Quarterly,2001 Q3,50.7,quarterly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Quarterly,2001 Q3,46.9,quarterly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Quarterly,2001 Q3,58.6,quarterly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Quarterly,2001 Q3,44.3,quarterly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Quarterly,2001 Q4,60.1,quarterly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Quarterly,2001 Q4,55.7,quarterly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Quarterly,2001 Q4,59.8,quarterly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Quarterly,2001 Q4,76.7,quarterly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Quarterly,2001 Q4,55.8,quarterly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Quarterly,2002 Q1,49.8,quarterly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Quarterly,2002 Q1,51.0,quarterly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Quarterly,2002 Q1,41.7,quarterly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Quarterly,2002 Q1,63.0,quarterly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Quarterly,2002 Q1,44.2,quarterly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Quarterly,2002 Q2,52.0,quarterly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Quarterly,2002 Q2,52.8,quarterly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Quarterly,2002 Q2,46.3,quarterly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Quarterly,2002 Q2,60.8,quarterly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Quarterly,2002 Q2,48.6,quarterly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Quarterly,2002 Q3,52.0,quarterly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Quarterly,2002 Q3,52.2,quarterly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Quarterly,2002 Q3,48.3,quarterly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Quarterly,2002 Q3,62.4,quarterly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Quarterly,2002 Q3,46.9,quarterly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Quarterly,2002 Q4,62.1,quarterly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Quarterly,2002 Q4,56.8,quarterly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Quarterly,2002 Q4,60.9,quarterly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Quarterly,2002 Q4,79.0,quarterly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Quarterly,2002 Q4,59.6,quarterly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Quarterly,2003 Q1,50.4,quarterly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Quarterly,2003 Q1,52.2,quarterly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Quarterly,2003 Q1,42.0,quarterly,Clothing and footwear,,,EAWO
Table 5,Index numbers of sales per week - Quarterly,2003 Q1,63.4,quarterly,Household goods,,Note 3,EAWP
Table 5,Index numbers of sales per week - Quarterly,2003 Q1,44.2,quarterly,Other non-food,,Note 3,EAWQ
Table 5,Index numbers of sales per week - Quarterly,2003 Q2,53.0,quarterly,Total excluding fuel,,,J43S
Table 5,Index numbers of sales per week - Quarterly,2003 Q2,54.8,quarterly,"Food, drink and tobacco",,Note 3,EAWN
Table 5,Index numbers of sales per week - Quarterly,2003 Q2,47.0,quarterly,Clothing and footwear,,,EAWO
